;duration;station_A_id;station_A_name;station_B_id;station_B_name;bike_id;user_type;user_birth_year;user_gender;tire_sizes;ride_date
17892;7 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);50;2nd St at Townsend St;5454;2;1953;Male;25;11/1/2022
17893;8 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);14;Clay St at Battery St;4606;1;1965;Male;28;26/12/2022
17894;15 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);93;4th St at Mission Bay Blvd S;135;1;1962;Female;26;11/7/2023
17895;12 minutes;30;San Francisco Caltrain (Townsend St at 4th St);22;Howard St at Beale St;3708;2;1988;Male;30;23/5/2023
17896;11 minutes;30;San Francisco Caltrain (Townsend St at 4th St);97;14th St at Mission St;3664;3;1981;Male;25;14/2/2022
17897;5 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);350;8th St at Brannan St;5267;2;1990;Male;27;19/7/2022
17898;10 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);20;Mechanics Monument Plaza (Market St at Bush St);2550;1;1976;Male;27;17/8/2021
17899;9 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);15;San Francisco Ferry Building (Harry Bridges Plaza);2185;3;1988;Male;30;11/4/2022
17900;3 minutes;5;Powell St BART Station (Market St at 5th St);64;5th St at Brannan St;5506;3;1991;Other;27;2/9/2022
17901;9 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);23;The Embarcadero at Steuart St;1423;2;1983;Male;25;16/5/2022
17902;5 minutes;16;Steuart St at Market St;6;The Embarcadero at Sansome St;5020;2;1992;Female;26;9/11/2022
17903;13 minutes;16;Steuart St at Market St;104;4th St at 16th St;4651;2;1980;Female;26;21/11/2022
17904;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);44;Civic Center/UN Plaza BART Station (Market St at McAllister St);1649;2;1973;Male;27;6/8/2022
17905;2 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);50;2nd St at Townsend St;148;1;1985;Male;30;2/7/2022
17906;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);15;San Francisco Ferry Building (Harry Bridges Plaza);5495;2;1985;Male;30;30/8/2021
17907;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);350;8th St at Brannan St;3397;3;1995;Female;29;7/4/2022
17908;5 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);88;11th St at Bryant St;4818;2;1984;Female;30;6/6/2023
17909;4 minutes;30;San Francisco Caltrain (Townsend St at 4th St);350;8th St at Brannan St;2807;2;1981;Male;30;6/8/2022
17910;9 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);22;Howard St at Beale St;5337;2;1988;Male;30;21/2/2023
17911;11 minutes;22;Howard St at Beale St;102;Irwin St at 8th St;5011;3;1990;Male;29;9/1/2023
17912;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);350;8th St at Brannan St;2576;2;1981;Female;30;11/8/2021
17913;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);23;The Embarcadero at Steuart St;4961;2;1966;Male;27;6/7/2022
17914;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);22;Howard St at Beale St;2947;2;1978;Male;30;19/3/2022
17915;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);15;San Francisco Ferry Building (Harry Bridges Plaza);5540;3;1985;Male;25;28/10/2021
17916;7 minutes;30;San Francisco Caltrain (Townsend St at 4th St);25;Howard St at 2nd St;5056;2;1987;Male;28;26/8/2022
17917;7 minutes;21;Montgomery St BART Station (Market St at 2nd St);26;1st St at Folsom St;1852;1;1980;Female;30;24/9/2022
17918;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);16;Steuart St at Market St;5020;1;1995;Male;30;16/2/2022
17919;9 minutes;22;Howard St at Beale St;63;Bryant St at 6th St;5529;2;1964;Male;25;3/10/2022
17920;4 minutes;30;San Francisco Caltrain (Townsend St at 4th St);349;Howard St at Mary St;5386;2;1982;Male;30;7/5/2022
17921;3 minutes;22;Howard St at Beale St;13;Commercial St at Montgomery St;4974;2;1981;Female;27;26/6/2022
17922;7 minutes;22;Howard St at Beale St;8;The Embarcadero at Vallejo St;4450;3;1974;Female;27;12/4/2023
17923;11 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);5200;2;1964;Male;30;7/10/2022
17924;5 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;709;2;1963;Female;28;17/8/2021
17925;4 minutes;81;Berry St at 4th St;64;5th St at Brannan St;4606;1;1987;Male;25;8/5/2023
17926;11 minutes;81;Berry St at 4th St;8;The Embarcadero at Vallejo St;5122;2;1992;Female;29;3/2/2022
17927;10 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);135;2;1988;Male;27;14/4/2022
17928;12 minutes;81;Berry St at 4th St;77;11th St at Natoma St;5427;2;1984;Male;26;27/8/2022
17929;4 minutes;22;Howard St at Beale St;349;Howard St at Mary St;5502;1;1987;Male;26;28/2/2022
17930;4 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;4947;3;1961;Female;27;6/6/2022
17931;3 minutes;5;Powell St BART Station (Market St at 5th St);19;Post St at Kearny St;3067;1;1981;Male;26;24/9/2022
17932;17 minutes;16;Steuart St at Market St;104;4th St at 16th St;1044;2;1970;Female;28;24/4/2023
17933;14 minutes;22;Howard St at Beale St;90;Townsend St at 7th St;5243;1;1988;Male;30;24/1/2022
17934;2 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);8;The Embarcadero at Vallejo St;5577;3;1972;Female;28;31/7/2023
17935;2 minutes;21;Montgomery St BART Station (Market St at 2nd St);25;Howard St at 2nd St;4951;1;1982;Male;25;31/3/2023
17936;6 minutes;5;Powell St BART Station (Market St at 5th St);350;8th St at Brannan St;4894;3;1983;Male;28;2/11/2022
17937;3 minutes;81;Berry St at 4th St;104;4th St at 16th St;4629;1;1990;Female;28;21/2/2023
17938;11 minutes;5;Powell St BART Station (Market St at 5th St);66;3rd St at Townsend St;138;2;1975;Male;26;23/12/2022
17939;9 minutes;22;Howard St at Beale St;126;Esprit Park;5245;1;1967;Male;30;7/7/2023
17940;21 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);130;22nd St Caltrain Station;5540;1;1960;Male;30;17/4/2022
17941;8 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);50;2nd St at Townsend St;2947;3;1960;Male;27;6/3/2022
17942;5 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);37;2nd St at Folsom St;4796;2;1968;Male;28;31/3/2023
17943;6 minutes;16;Steuart St at Market St;6;The Embarcadero at Sansome St;5386;1;1988;Male;25;26/8/2022
17944;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);16;Steuart St at Market St;1582;2;1967;Male;25;5/4/2023
17945;11 minutes;22;Howard St at Beale St;116;Mississippi St at 17th St;4984;2;1990;Male;26;17/11/2022
17946;8 minutes;3;Powell St BART Station (Market St at 4th St);365;Turk St at Fillmore St;5329;2;1968;Female;27;12/11/2022
17947;13 minutes;22;Howard St at Beale St;90;Townsend St at 7th St;4960;1;1955;Male;27;18/1/2022
17948;9 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);23;The Embarcadero at Steuart St;3611;1;1990;Female;30;26/12/2022
17949;9 minutes;16;Steuart St at Market St;93;4th St at Mission Bay Blvd S;4832;2;1992;Male;28;26/12/2022
17950;12 minutes;22;Howard St at Beale St;93;4th St at Mission Bay Blvd S;5233;1;1975;Male;27;13/5/2023
17951;8 minutes;5;Powell St BART Station (Market St at 5th St);93;4th St at Mission Bay Blvd S;3494;1;1983;Male;27;5/4/2023
17952;3 minutes;5;Powell St BART Station (Market St at 5th St);19;Post St at Kearny St;4735;2;1993;Male;25;31/12/2021
17953;39 minutes;3;Powell St BART Station (Market St at 4th St);368;Myrtle St at Polk St;4894;2;1986;Male;29;10/10/2021
17954;9 minutes;5;Powell St BART Station (Market St at 5th St);323;Broadway at Kearny;4743;1;1982;Male;28;24/8/2022
17955;4 minutes;16;Steuart St at Market St;10;Washington St at Kearny St;4609;2;1982;Female;30;22/3/2022
17956;23 minutes;3;Powell St BART Station (Market St at 4th St);3;Powell St BART Station (Market St at 4th St);277;2;1986;Male;30;12/9/2022
17957;14 minutes;5;Powell St BART Station (Market St at 5th St);5;Powell St BART Station (Market St at 5th St);4743;2;1988;Male;29;3/4/2022
17958;14 minutes;81;Berry St at 4th St;323;Broadway at Kearny;6235;3;1959;Male;26;2/12/2021
17959;41 minutes;5;Powell St BART Station (Market St at 5th St);5;Powell St BART Station (Market St at 5th St);4743;1;1988;Male;27;8/3/2022
17960;5 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;2119;3;1986;Male;28;15/4/2022
17961;4 minutes;5;Powell St BART Station (Market St at 5th St);61;Howard St at 8th St;184;1;1987;Male;27;12/12/2022
17962;10 minutes;3;Powell St BART Station (Market St at 4th St);6;The Embarcadero at Sansome St;5328;2;1990;Male;28;19/6/2022
17963;5 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;4965;2;2000;Female;28;15/8/2022
17964;6 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;3646;2;1983;Male;30;28/9/2021
17965;2 minutes;5;Powell St BART Station (Market St at 5th St);3;Powell St BART Station (Market St at 4th St);277;1;1990;Male;28;17/10/2022
17966;9 minutes;30;San Francisco Caltrain (Townsend St at 4th St);58;Market St at 10th St;4975;2;1993;Male;29;31/7/2023
17967;7 minutes;30;San Francisco Caltrain (Townsend St at 4th St);61;Howard St at 8th St;4818;3;1991;Male;30;14/11/2021
17968;4 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);350;8th St at Brannan St;2319;2;1989;Male;25;1/6/2022
17969;14 minutes;16;Steuart St at Market St;39;Scott St at Golden Gate Ave;4635;2;1984;Female;26;1/4/2022
17970;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);27;Beale St at Harrison St;5575;1;1992;Male;30;26/10/2022
17971;17 minutes;16;Steuart St at Market St;77;11th St at Natoma St;5213;2;1987;Male;28;22/5/2023
17972;11 minutes;5;Powell St BART Station (Market St at 5th St);53;Grove St at Divisadero;5369;3;1975;Male;29;20/1/2023
17973;21 minutes;22;Howard St at Beale St;133;Valencia St at 22nd St;5264;1;1983;Male;30;25/9/2022
17974;2 minutes;5;Powell St BART Station (Market St at 5th St);44;Civic Center/UN Plaza BART Station (Market St at McAllister St);1815;2;2000;Female;27;22/10/2021
17975;13 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;4743;3;1988;Male;25;15/9/2022
17976;14 minutes;21;Montgomery St BART Station (Market St at 2nd St);109;17th St at Valencia St;179;2;1993;Male;28;5/2/2022
17977;20 minutes;21;Montgomery St BART Station (Market St at 2nd St);127;Valencia St at 21st St;5035;1;1989;Male;28;18/12/2022
17978;9 minutes;22;Howard St at Beale St;321;5th St at Folsom;5487;3;1984;Female;29;4/4/2023
17979;8 minutes;16;Steuart St at Market St;324;Union Square (Powell St at Post St);5422;2;1990;Other;25;6/1/2023
17980;6 minutes;21;Montgomery St BART Station (Market St at 2nd St);6;The Embarcadero at Sansome St;5408;2;1964;Male;29;10/3/2022
17981;7 minutes;21;Montgomery St BART Station (Market St at 2nd St);58;Market St at 10th St;5477;3;1969;Male;28;27/9/2022
17982;11 minutes;21;Montgomery St BART Station (Market St at 2nd St);79;7th St at Brannan St;5166;1;1993;Male;26;28/1/2023
17983;13 minutes;5;Powell St BART Station (Market St at 5th St);133;Valencia St at 22nd St;789;3;1994;Female;30;27/8/2022
17984;18 minutes;21;Montgomery St BART Station (Market St at 2nd St);121;Mission Playground;1443;2;1986;Male;26;13/12/2021
17985;5 minutes;5;Powell St BART Station (Market St at 5th St);321;5th St at Folsom;1099;2;2000;Male;28;13/4/2022
17986;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);93;4th St at Mission Bay Blvd S;1161;2;1994;Male;30;23/12/2021
17987;5 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;5521;2;2000;Female;27;2/7/2023
17988;6 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;4979;1;2000;Male;30;26/10/2022
17989;5 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);37;2nd St at Folsom St;5463;1;1994;Male;30;7/1/2022
17990;91 minutes;21;Montgomery St BART Station (Market St at 2nd St);323;Broadway at Kearny;2127;2;1961;Male;27;24/3/2023
17991;9 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);121;Mission Playground;4733;3;1993;Male;28;25/2/2022
17992;8 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);30;San Francisco Caltrain (Townsend St at 4th St);4818;1;1989;Female;28;7/3/2023
17993;8 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);30;San Francisco Caltrain (Townsend St at 4th St);4975;3;1988;Male;30;29/8/2022
17994;17 minutes;3;Powell St BART Station (Market St at 4th St);52;McAllister St at Baker St;4837;3;1983;Male;30;13/10/2022
17995;11 minutes;81;Berry St at 4th St;126;Esprit Park;1226;1;1992;Female;30;17/5/2022
17996;2 minutes;81;Berry St at 4th St;92;Mission Bay Kids Park;291;2;1977;Male;25;6/7/2022
17997;14 minutes;16;Steuart St at Market St;99;Folsom St at 15th St;5356;2;1990;Male;26;5/7/2022
17998;10 minutes;5;Powell St BART Station (Market St at 5th St);92;Mission Bay Kids Park;5020;2;1985;Male;25;4/7/2023
17999;4 minutes;3;Powell St BART Station (Market St at 4th St);64;5th St at Brannan St;5112;2;1990;Male;26;27/2/2023
18000;24 minutes;3;Powell St BART Station (Market St at 4th St);139;Garfield Square (25th St at Harrison St);3109;3;1988;Female;27;27/5/2023
18001;12 minutes;30;San Francisco Caltrain (Townsend St at 4th St);85;Church St at Duboce Ave;4938;2;1990;Female;30;15/5/2022
18002;10 minutes;30;San Francisco Caltrain (Townsend St at 4th St);11;Davis St at Jackson St;4940;1;1990;Male;27;8/6/2023
18003;3 minutes;30;San Francisco Caltrain (Townsend St at 4th St);49;S Park St at 3rd St;1594;2;1983;Male;30;22/12/2021
18004;4 minutes;21;Montgomery St BART Station (Market St at 2nd St);343;Bryant St at 2nd St;1321;2;1991;Male;27;29/7/2023
18005;8 minutes;21;Montgomery St BART Station (Market St at 2nd St);58;Market St at 10th St;5037;2;1992;Male;28;31/1/2023
18006;8 minutes;81;Berry St at 4th St;28;The Embarcadero at Bryant St;5575;3;1992;Female;25;1/1/2022
18007;10 minutes;22;Howard St at Beale St;6;The Embarcadero at Sansome St;3403;2;1985;Male;29;20/1/2023
18008;12 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);95;Sanchez St at 15th St;4911;1;1988;Male;26;15/3/2022
18009;12 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);66;3rd St at Townsend St;2464;1;1977;Female;30;6/12/2022
18010;10 minutes;22;Howard St at Beale St;92;Mission Bay Kids Park;465;3;1986;Male;30;27/10/2022
18011;18 minutes;3;Powell St BART Station (Market St at 4th St);55;Webster St at Grove St;2664;2;1992;Female;26;23/9/2022
18012;3 minutes;5;Powell St BART Station (Market St at 5th St);321;5th St at Folsom;4714;2;1976;Female;25;11/5/2022
18013;11 minutes;5;Powell St BART Station (Market St at 5th St);50;2nd St at Townsend St;38;1;1985;Female;29;4/12/2022
18014;11 minutes;22;Howard St at Beale St;350;8th St at Brannan St;4604;2;1994;Male;25;8/9/2021
18015;4 minutes;81;Berry St at 4th St;345;Hubbell St at 16th St;4356;1;1987;Male;30;3/2/2023
18016;6 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;1566;2;1993;Male;28;2/10/2021
18017;6 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;1104;3;1991;Female;25;23/8/2021
18018;14 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);76;McCoppin St at Valencia St;981;1;1994;Male;25;5/2/2022
18019;9 minutes;21;Montgomery St BART Station (Market St at 2nd St);81;Berry St at 4th St;1812;2;1983;Female;26;13/5/2022
18020;22 minutes;30;San Francisco Caltrain (Townsend St at 4th St);365;Turk St at Fillmore St;1511;2;1986;Female;26;12/1/2022
18021;3 minutes;3;Powell St BART Station (Market St at 4th St);349;Howard St at Mary St;2520;2;1985;Female;26;16/5/2022
18022;8 minutes;81;Berry St at 4th St;355;23rd St at Tennessee St;5409;3;1996;Male;26;19/1/2023
18023;4 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);364;China Basin St at 3rd St;2473;2;1986;Male;29;9/1/2022
18024;8 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);5352;1;1995;Male;26;17/4/2022
18025;8 minutes;21;Montgomery St BART Station (Market St at 2nd St);6;The Embarcadero at Sansome St;1044;2;1974;Male;30;28/8/2022
18026;18 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);130;22nd St Caltrain Station;3069;2;1991;Male;30;28/2/2022
18027;8 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;3595;3;2000;Female;29;9/2/2022
18028;11 minutes;30;San Francisco Caltrain (Townsend St at 4th St);130;22nd St Caltrain Station;1383;1;1983;Female;29;4/8/2022
18029;7 minutes;21;Montgomery St BART Station (Market St at 2nd St);30;San Francisco Caltrain (Townsend St at 4th St);1649;3;1982;Male;25;27/5/2023
18030;13 minutes;22;Howard St at Beale St;350;8th St at Brannan St;2147;2;1987;Male;30;17/6/2022
18031;15 minutes;81;Berry St at 4th St;9;Broadway at Battery St;3653;2;1981;Female;28;29/10/2022
18032;10 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);91;Berry St at King St;4713;2;1993;Male;29;30/12/2021
18033;9 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);42;San Francisco City Hall (Polk St at Grove St);1529;1;1994;Male;30;17/9/2022
18034;10 minutes;3;Powell St BART Station (Market St at 4th St);58;Market St at 10th St;3744;1;2000;Female;28;12/11/2022
18035;10 minutes;3;Powell St BART Station (Market St at 4th St);58;Market St at 10th St;1848;1;1999;Female;29;30/4/2022
18036;3 minutes;3;Powell St BART Station (Market St at 4th St);5;Powell St BART Station (Market St at 5th St);3067;1;2000;Female;26;26/1/2023
18037;11 minutes;3;Powell St BART Station (Market St at 4th St);85;Church St at Duboce Ave;5068;2;1990;Male;29;30/3/2022
18038;19 minutes;3;Powell St BART Station (Market St at 4th St);95;Sanchez St at 15th St;2984;1;1980;Male;27;30/5/2023
18039;5 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);47;4th St at Harrison St;3400;3;1990;Female;30;24/1/2022
18040;9 minutes;16;Steuart St at Market St;49;S Park St at 3rd St;4656;2;1976;Female;27;21/12/2022
18041;15 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);77;11th St at Natoma St;4390;2;1988;Male;30;21/4/2022
18042;3 minutes;21;Montgomery St BART Station (Market St at 2nd St);324;Union Square (Powell St at Post St);2582;2;1988;Male;26;28/3/2022
18043;3 minutes;16;Steuart St at Market St;22;Howard St at Beale St;3403;1;1988;Male;30;25/1/2022
18044;9 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);23;The Embarcadero at Steuart St;2981;2;1987;Male;30;28/5/2022
18045;9 minutes;3;Powell St BART Station (Market St at 4th St);58;Market St at 10th St;3671;2;1996;Male;29;19/11/2022
18046;8 minutes;3;Powell St BART Station (Market St at 4th St);58;Market St at 10th St;2064;1;1998;Male;25;24/7/2022
18047;9 minutes;5;Powell St BART Station (Market St at 5th St);75;Market St at Franklin St;3391;3;1997;Male;30;9/4/2023
18048;14 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);3;Powell St BART Station (Market St at 4th St);3109;1;1991;Male;30;28/8/2022
18049;5 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);90;Townsend St at 7th St;1957;2;1979;Male;30;10/1/2022
18050;2 minutes;5;Powell St BART Station (Market St at 5th St);349;Howard St at Mary St;4436;2;2000;Male;25;23/6/2022
18051;19 minutes;30;San Francisco Caltrain (Townsend St at 4th St);119;18th St at Noe St;4715;2;1957;Male;29;10/4/2023
18052;5 minutes;5;Powell St BART Station (Market St at 5th St);321;5th St at Folsom;2810;2;1991;Male;29;8/6/2023
18053;4 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);79;7th St at Brannan St;3586;3;1985;Male;26;14/11/2021
18054;16 minutes;16;Steuart St at Market St;92;Mission Bay Kids Park;2366;3;1987;Male;26;2/8/2022
18055;14 minutes;3;Powell St BART Station (Market St at 4th St);126;Esprit Park;2086;2;1982;Male;28;7/1/2023
18056;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);24;Spear St at Folsom St;2355;3;1993;Male;29;11/4/2022
18057;10 minutes;21;Montgomery St BART Station (Market St at 2nd St);66;3rd St at Townsend St;817;3;1992;Male;28;9/9/2021
18058;21 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);114;Rhode Island St at 17th St;5560;2;1985;Male;27;2/12/2022
18059;9 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);78;Folsom St at 9th St;1406;2;1994;Male;27;23/8/2022
18060;11 minutes;21;Montgomery St BART Station (Market St at 2nd St);74;Laguna St at Hayes St;1909;2;1990;Male;30;17/5/2022
18061;8 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);60;8th St at Ringold St;437;1;1991;Male;26;18/11/2022
18062;8 minutes;81;Berry St at 4th St;79;7th St at Brannan St;5440;2;1992;Male;27;5/11/2022
18063;5 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);62;Victoria Manalo Draves Park;5229;3;1987;Male;27;19/3/2022
18064;16 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);130;22nd St Caltrain Station;4358;2;1992;Female;25;23/5/2023
18065;11 minutes;21;Montgomery St BART Station (Market St at 2nd St);64;5th St at Brannan St;1126;1;1992;Male;30;4/8/2022
18066;44 minutes;5;Powell St BART Station (Market St at 5th St);4;Cyril Magnin St at Ellis St;5520;2;1988;Male;28;19/4/2022
18067;15 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);96;Dolores St at 15th St;4610;2;1990;Female;29;28/7/2022
18068;12 minutes;3;Powell St BART Station (Market St at 4th St);23;The Embarcadero at Steuart St;1841;1;1996;Male;27;23/5/2023
18069;10 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);123;Folsom St at 19th St;5385;3;1989;Male;27;8/5/2023
18070;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);88;11th St at Bryant St;424;2;1994;Male;30;9/10/2021
18071;50 minutes;3;Powell St BART Station (Market St at 4th St);3;Powell St BART Station (Market St at 4th St);2984;1;2000;Female;30;13/9/2022
18072;49 minutes;3;Powell St BART Station (Market St at 4th St);3;Powell St BART Station (Market St at 4th St);2086;1;2000;Female;30;27/7/2023
18073;6 minutes;22;Howard St at Beale St;9;Broadway at Battery St;5389;3;1984;Male;25;15/2/2023
18074;13 minutes;22;Howard St at Beale St;100;Bryant St at 15th St;495;1;1987;Male;28;5/1/2022
18075;6 minutes;3;Powell St BART Station (Market St at 4th St);42;San Francisco City Hall (Polk St at Grove St);5069;1;1990;Male;28;13/4/2022
18076;8 minutes;16;Steuart St at Market St;10;Washington St at Kearny St;4450;2;1989;Male;28;15/2/2022
18077;15 minutes;5;Powell St BART Station (Market St at 5th St);345;Hubbell St at 16th St;3411;3;1993;Female;30;3/9/2021
18078;3 minutes;81;Berry St at 4th St;47;4th St at Harrison St;2225;2;1992;Male;26;1/5/2023
18079;15 minutes;3;Powell St BART Station (Market St at 4th St);96;Dolores St at 15th St;5444;1;1987;Female;28;21/6/2022
18080;7 minutes;5;Powell St BART Station (Market St at 5th St);75;Market St at Franklin St;1565;3;1988;Female;27;9/7/2023
18081;17 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);99;Folsom St at 15th St;3137;2;1992;Male;25;17/10/2021
18082;10 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);81;Berry St at 4th St;2338;2;1989;Male;25;8/8/2022
18083;4 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;696;3;1988;Male;25;17/6/2022
18084;27 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);5;Powell St BART Station (Market St at 5th St);184;2;1986;Female;30;23/9/2022
18085;9 minutes;30;San Francisco Caltrain (Townsend St at 4th St);75;Market St at Franklin St;5364;2;1986;Male;28;13/12/2022
18086;26 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);84;Duboce Park;5239;2;1991;Female;26;19/4/2023
18087;9 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);81;Berry St at 4th St;2225;2;1969;Male;28;10/8/2021
18088;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);62;Victoria Manalo Draves Park;5526;3;1984;Female;27;24/9/2021
18089;61 minutes;21;Montgomery St BART Station (Market St at 2nd St);24;Spear St at Folsom St;4902;2;1993;Female;29;3/1/2022
18090;11 minutes;3;Powell St BART Station (Market St at 4th St);84;Duboce Park;4957;1;1987;Male;26;25/6/2022
18091;5 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;1708;2;1987;Female;29;1/4/2023
18092;4 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);321;5th St at Folsom;4988;2;1988;Male;29;24/10/2021
18093;24 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);145;29th St at Church St;5325;3;1992;Female;30;5/9/2022
18094;3 minutes;30;San Francisco Caltrain (Townsend St at 4th St);50;2nd St at Townsend St;63;2;1979;Male;26;26/6/2022
18095;3 minutes;81;Berry St at 4th St;93;4th St at Mission Bay Blvd S;5529;2;1980;Male;26;4/7/2022
18096;3 minutes;30;San Francisco Caltrain (Townsend St at 4th St);90;Townsend St at 7th St;5055;1;1987;Male;27;22/3/2023
18097;19 minutes;16;Steuart St at Market St;55;Webster St at Grove St;5234;1;1978;Female;27;26/5/2022
18098;6 minutes;5;Powell St BART Station (Market St at 5th St);60;8th St at Ringold St;5557;1;1993;Female;27;28/1/2022
18099;14 minutes;5;Powell St BART Station (Market St at 5th St);129;Harrison St at 20th St;1367;2;1994;Male;29;15/1/2023
18100;15 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);55;Webster St at Grove St;5302;2;1992;Female;28;15/3/2022
18101;15 minutes;16;Steuart St at Market St;92;Mission Bay Kids Park;1685;2;1992;Female;29;12/5/2023
18102;11 minutes;5;Powell St BART Station (Market St at 5th St);81;Berry St at 4th St;3653;1;1988;Female;29;25/3/2022
18103;30 minutes;16;Steuart St at Market St;377;Fell St at Stanyan St;5162;2;1978;Male;28;16/11/2022
18104;11 minutes;22;Howard St at Beale St;60;8th St at Ringold St;443;2;1992;Male;28;29/12/2021
18105;13 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);9;Broadway at Battery St;5386;2;1984;Male;26;30/9/2022
18106;9 minutes;30;San Francisco Caltrain (Townsend St at 4th St);87;Folsom St at 13th St;4936;2;1988;Female;30;3/7/2022
18107;13 minutes;30;San Francisco Caltrain (Townsend St at 4th St);76;McCoppin St at Valencia St;4442;3;1990;Male;25;15/9/2022
18108;10 minutes;3;Powell St BART Station (Market St at 4th St);33;Golden Gate Ave at Hyde St;281;2;1990;Male;28;15/12/2021
18109;3 minutes;81;Berry St at 4th St;93;4th St at Mission Bay Blvd S;4835;2;1988;Male;26;12/1/2023
