;duration;station_A_id;station_A_name;station_B_id;station_B_name;bike_id;user_type;user_birth_year;user_gender;tire_sizes
19203;17 minutes;81;Berry St at 4th St;76;McCoppin St at Valencia St;48;1;1990;Male;30
19204;7 minutes;22;Howard St at Beale St;47;4th St at Harrison St;3586;2;1975;Male;26
19205;11 minutes;22;Howard St at Beale St;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);2464;1;1966;Male;29
19206;10 minutes;81;Berry St at 4th St;126;Esprit Park;5468;1;1989;Male;25
19207;4 minutes;16;Steuart St at Market St;6;The Embarcadero at Sansome St;5221;2;1996;Male;28
19208;4 minutes;30;San Francisco Caltrain (Townsend St at 4th St);63;Bryant St at 6th St;1784;2;1985;Male;26
19209;5 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);90;Townsend St at 7th St;1911;2;1978;Female;30
19210;23 minutes;16;Steuart St at Market St;323;Broadway at Kearny;5242;2;1967;Female;25
19211;2 minutes;5;Powell St BART Station (Market St at 5th St);44;Civic Center/UN Plaza BART Station (Market St at McAllister St);4745;2;1984;Male;26
19212;16 minutes;81;Berry St at 4th St;29;O'Farrell St at Divisadero St;5014;2;1986;Male;27
19213;12 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);66;3rd St at Townsend St;3128;3;1977;Female;25
19214;11 minutes;16;Steuart St at Market St;81;Berry St at 4th St;5468;3;1985;Female;25
19215;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);37;2nd St at Folsom St;3237;2;1975;Male;30
19216;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);62;Victoria Manalo Draves Park;2678;1;1990;Female;28
19217;6 minutes;5;Powell St BART Station (Market St at 5th St);30;San Francisco Caltrain (Townsend St at 4th St);5006;2;1987;Male;27
19218;4 minutes;30;San Francisco Caltrain (Townsend St at 4th St);343;Bryant St at 2nd St;4941;2;1982;Male;30
19219;12 minutes;22;Howard St at Beale St;62;Victoria Manalo Draves Park;4318;2;1993;Female;25
19220;14 minutes;16;Steuart St at Market St;364;China Basin St at 3rd St;2711;3;1989;Male;25
19221;8 minutes;3;Powell St BART Station (Market St at 4th St);50;2nd St at Townsend St;1852;2;1991;Female;29
19222;11 minutes;5;Powell St BART Station (Market St at 5th St);88;11th St at Bryant St;1458;1;1983;Male;29
19223;18 minutes;5;Powell St BART Station (Market St at 5th St);380;Masonic Ave at Turk St;4626;3;1998;Male;28
19224;15 minutes;30;San Francisco Caltrain (Townsend St at 4th St);6;The Embarcadero at Sansome St;4381;2;1989;Female;27
19225;37 minutes;3;Powell St BART Station (Market St at 4th St);21;Montgomery St BART Station (Market St at 2nd St);5108;2;1993;Female;25
19226;7 minutes;81;Berry St at 4th St;130;22nd St Caltrain Station;5452;2;1983;Female;30
19227;9 minutes;21;Montgomery St BART Station (Market St at 2nd St);58;Market St at 10th St;5222;2;1989;Female;28
19228;8 minutes;5;Powell St BART Station (Market St at 5th St);87;Folsom St at 13th St;2367;1;1987;Male;30
19229;103 minutes;5;Powell St BART Station (Market St at 5th St);62;Victoria Manalo Draves Park;4351;1;1985;Male;26
19230;2 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);8;The Embarcadero at Vallejo St;5055;2;1986;Male;29
19231;14 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);97;14th St at Mission St;2567;3;1990;Female;28
19232;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);355;23rd St at Tennessee St;4517;2;1992;Male;26
19233;17 minutes;5;Powell St BART Station (Market St at 5th St);121;Mission Playground;5218;2;1978;Male;25
19234;13 minutes;3;Powell St BART Station (Market St at 4th St);73;Pierce St at Haight St;4714;2;1995;Female;26
19235;60 minutes;3;Powell St BART Station (Market St at 4th St);285;Webster St at O'Farrell St;5301;3;1988;Male;26
19236;18 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);93;4th St at Mission Bay Blvd S;47;3;1989;Male;28
19237;4 minutes;30;San Francisco Caltrain (Townsend St at 4th St);90;Townsend St at 7th St;841;2;1986;Male;27
19238;12 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);81;Berry St at 4th St;48;1;1989;Female;27
19239;10 minutes;22;Howard St at Beale St;14;Clay St at Battery St;4749;2;1980;Male;27
19240;14 minutes;3;Powell St BART Station (Market St at 4th St);110;17th & Folsom Street Park (17th St at Folsom St);119;1;1980;Male;28
19241;21 minutes;21;Montgomery St BART Station (Market St at 2nd St);123;Folsom St at 19th St;4624;1;1989;Male;30
19242;14 minutes;3;Powell St BART Station (Market St at 4th St);371;Lombard St at Columbus Ave;3138;3;1990;Male;27
19243;11 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);92;Mission Bay Kids Park;5524;2;1970;Male;30
19244;13 minutes;16;Steuart St at Market St;33;Golden Gate Ave at Hyde St;4846;3;1976;Male;28
19245;11 minutes;21;Montgomery St BART Station (Market St at 2nd St);30;San Francisco Caltrain (Townsend St at 4th St);841;2;1979;Male;26
19246;19 minutes;22;Howard St at Beale St;134;Valencia St at 24th St;5529;2;1974;Male;29
19247;21 minutes;30;San Francisco Caltrain (Townsend St at 4th St);70;Central Ave at Fell St;5487;3;1968;Other;26
19248;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);4;Cyril Magnin St at Ellis St;449;2;1965;Male;25
19249;16 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);24;Spear St at Folsom St;1085;3;1992;Male;26
19250;7 minutes;3;Powell St BART Station (Market St at 4th St);42;San Francisco City Hall (Polk St at Grove St);2597;3;1979;Male;28
19251;2 minutes;22;Howard St at Beale St;24;Spear St at Folsom St;1153;2;1987;Male;25
19252;5 minutes;5;Powell St BART Station (Market St at 5th St);64;5th St at Brannan St;4937;1;1994;Male;29
19253;13 minutes;3;Powell St BART Station (Market St at 4th St);343;Bryant St at 2nd St;4994;2;1993;Male;30
19254;21 minutes;22;Howard St at Beale St;133;Valencia St at 22nd St;5302;1;1980;Male;26
19255;18 minutes;21;Montgomery St BART Station (Market St at 2nd St);109;17th St at Valencia St;1303;1;1986;Male;25
19256;25 minutes;21;Montgomery St BART Station (Market St at 2nd St);115;Jackson Playground;827;1;1985;Male;26
19257;22 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);105;16th St at Prosper St;2215;2;1991;Male;27
19258;14 minutes;30;San Francisco Caltrain (Townsend St at 4th St);27;Beale St at Harrison St;2101;1;1991;Male;28
19259;20 minutes;22;Howard St at Beale St;72;Page St at Scott St;5376;2;1980;Female;30
19260;15 minutes;22;Howard St at Beale St;345;Hubbell St at 16th St;4998;2;1994;Male;27
19261;21 minutes;30;San Francisco Caltrain (Townsend St at 4th St);285;Webster St at O'Farrell St;3336;1;1994;Male;26
19262;2 minutes;30;San Francisco Caltrain (Townsend St at 4th St);50;2nd St at Townsend St;5281;2;1979;Male;30
19263;20 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);361;Mendell St at Fairfax Ave;5417;1;1989;Male;25
19264;15 minutes;16;Steuart St at Market St;58;Market St at 10th St;3649;2;1999;Female;25
19265;18 minutes;30;San Francisco Caltrain (Townsend St at 4th St);58;Market St at 10th St;3662;3;1992;Female;30
19266;19 minutes;22;Howard St at Beale St;109;17th St at Valencia St;5017;3;1991;Female;30
19267;19 minutes;22;Howard St at Beale St;109;17th St at Valencia St;4981;2;1983;Male;25
19268;6 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);50;2nd St at Townsend St;4941;2;1985;Male;29
19269;8 minutes;16;Steuart St at Market St;364;China Basin St at 3rd St;5141;2;1993;Male;25
19270;16 minutes;22;Howard St at Beale St;126;Esprit Park;4404;2;1990;Female;26
19271;4 minutes;16;Steuart St at Market St;10;Washington St at Kearny St;5469;2;1989;Male;27
19272;22 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);120;Mission Dolores Park;3670;1;1967;Male;28
19273;16 minutes;30;San Francisco Caltrain (Townsend St at 4th St);13;Commercial St at Montgomery St;5566;1;1990;Male;30
19274;17 minutes;5;Powell St BART Station (Market St at 5th St);377;Fell St at Stanyan St;4557;2;1975;Male;26
19275;13 minutes;30;San Francisco Caltrain (Townsend St at 4th St);97;14th St at Mission St;281;2;1954;Male;26
19276;17 minutes;30;San Francisco Caltrain (Townsend St at 4th St);95;Sanchez St at 15th St;5268;1;1988;Male;27
19277;15 minutes;22;Howard St at Beale St;97;14th St at Mission St;5021;2;1991;Male;26
19278;10 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);22;Howard St at Beale St;1720;3;1969;Female;30
19279;12 minutes;30;San Francisco Caltrain (Townsend St at 4th St);26;1st St at Folsom St;2191;1;1989;Female;29
19280;16 minutes;16;Steuart St at Market St;126;Esprit Park;4574;1;1979;Male;30
19281;18 minutes;3;Powell St BART Station (Market St at 4th St);24;Spear St at Folsom St;134;3;2000;Male;30
19282;7 minutes;3;Powell St BART Station (Market St at 4th St);22;Howard St at Beale St;2908;2;1994;Male;28
19283;7 minutes;30;San Francisco Caltrain (Townsend St at 4th St);28;The Embarcadero at Bryant St;319;2;1984;Male;25
19284;13 minutes;30;San Francisco Caltrain (Townsend St at 4th St);96;Dolores St at 15th St;4760;2;1983;Male;27
19285;11 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);60;8th St at Ringold St;733;3;1986;Female;26
19286;11 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);60;8th St at Ringold St;2356;1;1976;Male;28
19287;5 minutes;22;Howard St at Beale St;30;San Francisco Caltrain (Townsend St at 4th St);5487;2;1981;Male;27
19288;10 minutes;81;Berry St at 4th St;100;Bryant St at 15th St;1917;3;1993;Female;30
19289;30 minutes;3;Powell St BART Station (Market St at 4th St);132;24th St at Chattanooga St;4820;2;1982;Male;27
19290;18 minutes;5;Powell St BART Station (Market St at 5th St);3;Powell St BART Station (Market St at 4th St);5108;2;1993;Female;25
19291;7 minutes;16;Steuart St at Market St;3;Powell St BART Station (Market St at 4th St);4994;1;1990;Male;29
19292;4 minutes;30;San Francisco Caltrain (Townsend St at 4th St);79;7th St at Brannan St;2147;3;1976;Male;28
19293;6 minutes;3;Powell St BART Station (Market St at 4th St);30;San Francisco Caltrain (Townsend St at 4th St);2101;2;1985;Female;25
19294;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);321;5th St at Folsom;764;3;1991;Female;27
19295;9 minutes;81;Berry St at 4th St;22;Howard St at Beale St;1839;2;1992;Female;25
19296;4 minutes;30;San Francisco Caltrain (Townsend St at 4th St);321;5th St at Folsom;3656;2;1997;Male;27
19297;12 minutes;22;Howard St at Beale St;88;11th St at Bryant St;4951;2;1983;Male;26
19298;17 minutes;81;Berry St at 4th St;77;11th St at Natoma St;4987;2;1927;Male;27
19299;15 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);33;Golden Gate Ave at Hyde St;1281;2;1990;Male;29
19300;11 minutes;21;Montgomery St BART Station (Market St at 2nd St);350;8th St at Brannan St;5228;2;1989;Male;26
19301;47 minutes;30;San Francisco Caltrain (Townsend St at 4th St);343;Bryant St at 2nd St;5267;3;1993;Male;28
19302;11 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);42;San Francisco City Hall (Polk St at Grove St);2017;2;1987;Male;30
19303;12 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);114;Rhode Island St at 17th St;5526;2;1989;Female;27
19304;10 minutes;16;Steuart St at Market St;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);764;2;1967;Male;29
19305;11 minutes;21;Montgomery St BART Station (Market St at 2nd St);88;11th St at Bryant St;4852;2;1994;Male;29
19306;8 minutes;5;Powell St BART Station (Market St at 5th St);86;Market St at Dolores St;4716;2;1991;Other;27
19307;29 minutes;3;Powell St BART Station (Market St at 4th St);137;Jersey St at Castro St;1919;2;1989;Male;30
19308;9 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);129;Harrison St at 20th St;4878;3;1989;Male;25
19309;10 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);50;2nd St at Townsend St;4805;1;1987;Female;27
19310;9 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);30;San Francisco Caltrain (Townsend St at 4th St);4760;2;1994;Male;28
19311;12 minutes;21;Montgomery St BART Station (Market St at 2nd St);74;Laguna St at Hayes St;5033;2;1990;Male;26
19312;9 minutes;22;Howard St at Beale St;50;2nd St at Townsend St;4624;2;1970;Male;27
19313;10 minutes;16;Steuart St at Market St;92;Mission Bay Kids Park;5539;2;1990;Female;25
19314;31 minutes;21;Montgomery St BART Station (Market St at 2nd St);70;Central Ave at Fell St;3391;2;1990;Female;29
19315;21 minutes;30;San Francisco Caltrain (Townsend St at 4th St);371;Lombard St at Columbus Ave;3211;1;1986;Male;30
19316;4 minutes;30;San Francisco Caltrain (Townsend St at 4th St);50;2nd St at Townsend St;1303;2;1987;Female;26
19317;4 minutes;30;San Francisco Caltrain (Townsend St at 4th St);50;2nd St at Townsend St;841;2;1988;Male;26
19318;8 minutes;81;Berry St at 4th St;23;The Embarcadero at Steuart St;4318;1;1992;Female;29
19319;5 minutes;30;San Francisco Caltrain (Townsend St at 4th St);62;Victoria Manalo Draves Park;5358;2;1983;Male;29
19320;11 minutes;5;Powell St BART Station (Market St at 5th St);72;Page St at Scott St;5112;1;1985;Female;30
19321;14 minutes;5;Powell St BART Station (Market St at 5th St);53;Grove St at Divisadero;5162;1;1988;Female;30
19322;6 minutes;30;San Francisco Caltrain (Townsend St at 4th St);349;Howard St at Mary St;5366;2;1992;Male;30
19323;3 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);93;4th St at Mission Bay Blvd S;5385;2;1981;Male;28
19324;16 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);129;Harrison St at 20th St;4813;2;1989;Male;27
19325;10 minutes;21;Montgomery St BART Station (Market St at 2nd St);6;The Embarcadero at Sansome St;5506;1;1974;Male;30
19326;9 minutes;81;Berry St at 4th St;355;23rd St at Tennessee St;5515;2;1982;Male;28
19327;12 minutes;30;San Francisco Caltrain (Townsend St at 4th St);23;The Embarcadero at Steuart St;4940;1;1983;Male;30
19328;12 minutes;5;Powell St BART Station (Market St at 5th St);129;Harrison St at 20th St;4456;2;1994;Male;26
19329;2 minutes;81;Berry St at 4th St;93;4th St at Mission Bay Blvd S;4963;2;1980;Male;27
19330;11 minutes;16;Steuart St at Market St;30;San Francisco Caltrain (Townsend St at 4th St);2191;2;1965;Female;26
19331;7 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;5494;3;1998;Female;28
19332;15 minutes;3;Powell St BART Station (Market St at 4th St);97;14th St at Mission St;1537;1;1994;Female;26
19333;3 minutes;3;Powell St BART Station (Market St at 4th St);321;5th St at Folsom;2873;2;1996;Male;29
19334;13 minutes;30;San Francisco Caltrain (Townsend St at 4th St);10;Washington St at Kearny St;4955;2;1993;Male;26
19335;10 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);81;Berry St at 4th St;4987;3;1991;Male;25
19336;8 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);27;Beale St at Harrison St;5543;3;1995;Male;26
19337;11 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);81;Berry St at 4th St;4318;3;1985;Male;27
19338;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);27;Beale St at Harrison St;1630;2;1995;Male;25
19339;7 minutes;21;Montgomery St BART Station (Market St at 2nd St);64;5th St at Brannan St;5230;3;1995;Male;25
19340;15 minutes;5;Powell St BART Station (Market St at 5th St);375;Grove St at Masonic Ave;4625;2;1988;Female;29
19341;3 minutes;30;San Francisco Caltrain (Townsend St at 4th St);49;S Park St at 3rd St;1565;2;1974;Male;30
19342;12 minutes;16;Steuart St at Market St;345;Hubbell St at 16th St;4793;1;1973;Male;27
19343;7 minutes;3;Powell St BART Station (Market St at 4th St);30;San Francisco Caltrain (Townsend St at 4th St);5366;2;1990;Male;29
19344;17 minutes;16;Steuart St at Market St;126;Esprit Park;4319;1;1986;Male;27
19345;9 minutes;16;Steuart St at Market St;30;San Francisco Caltrain (Townsend St at 4th St);3336;2;1972;Male;26
19346;10 minutes;30;San Francisco Caltrain (Townsend St at 4th St);21;Montgomery St BART Station (Market St at 2nd St);5374;2;1954;Male;30
19347;21 minutes;16;Steuart St at Market St;130;22nd St Caltrain Station;5020;2;1984;Female;26
19348;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);62;Victoria Manalo Draves Park;5281;2;1984;Female;28
19349;5 minutes;22;Howard St at Beale St;66;3rd St at Townsend St;4936;2;1988;Male;26
19350;7 minutes;21;Montgomery St BART Station (Market St at 2nd St);30;San Francisco Caltrain (Townsend St at 4th St);4940;2;1987;Male;26
19351;3 minutes;30;San Francisco Caltrain (Townsend St at 4th St);79;7th St at Brannan St;4382;2;1995;Male;28
19352;11 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);2330;1;1976;Female;30
19353;4 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);89;Division St at Potrero Ave;5305;3;1979;Male;25
19354;5 minutes;16;Steuart St at Market St;25;Howard St at 2nd St;5518;1;1993;Male;25
19355;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);19;Post St at Kearny St;4800;1;1983;Male;26
19356;4 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);321;5th St at Folsom;4557;2;1995;Male;28
19357;11 minutes;30;San Francisco Caltrain (Townsend St at 4th St);121;Mission Playground;4649;1;1978;Male;26
19358;22 minutes;16;Steuart St at Market St;85;Church St at Duboce Ave;700;3;1993;Male;29
19359;12 minutes;30;San Francisco Caltrain (Townsend St at 4th St);17;Embarcadero BART Station (Beale St at Market St);5573;1;1990;Male;28
19360;10 minutes;21;Montgomery St BART Station (Market St at 2nd St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);5385;2;1989;Male;27
19361;31 minutes;5;Powell St BART Station (Market St at 5th St);3;Powell St BART Station (Market St at 4th St);5366;3;1988;Male;25
19362;4 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;4773;3;1983;Male;27
19363;12 minutes;16;Steuart St at Market St;371;Lombard St at Columbus Ave;2502;2;1990;Male;27
19364;4 minutes;3;Powell St BART Station (Market St at 4th St);47;4th St at Harrison St;3664;2;1979;Female;28
19365;5 minutes;81;Berry St at 4th St;27;Beale St at Harrison St;5223;2;1992;Male;29
19366;16 minutes;3;Powell St BART Station (Market St at 4th St);130;22nd St Caltrain Station;2639;2;1985;Male;27
19367;16 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);119;18th St at Noe St;5314;2;1982;Male;29
19368;15 minutes;30;San Francisco Caltrain (Townsend St at 4th St);365;Turk St at Fillmore St;5272;2;1987;Male;26
19369;23 minutes;21;Montgomery St BART Station (Market St at 2nd St);132;24th St at Chattanooga St;4604;1;1989;Female;30
19370;14 minutes;81;Berry St at 4th St;11;Davis St at Jackson St;3068;1;1996;Male;26
19371;12 minutes;5;Powell St BART Station (Market St at 5th St);125;20th St at Bryant St;5027;2;1991;Male;27
19372;6 minutes;21;Montgomery St BART Station (Market St at 2nd St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);4557;1;1972;Male;25
19373;19 minutes;30;San Francisco Caltrain (Townsend St at 4th St);31;Raymond Kimbell Playground;5342;2;1979;Male;29
19374;11 minutes;3;Powell St BART Station (Market St at 4th St);55;Webster St at Grove St;97;3;1987;Male;26
19375;7 minutes;5;Powell St BART Station (Market St at 5th St);76;McCoppin St at Valencia St;5441;2;1977;Male;26
19376;12 minutes;21;Montgomery St BART Station (Market St at 2nd St);30;San Francisco Caltrain (Townsend St at 4th St);3211;3;1988;Male;30
19377;20 minutes;21;Montgomery St BART Station (Market St at 2nd St);74;Laguna St at Hayes St;5140;1;1981;Female;27
19378;7 minutes;3;Powell St BART Station (Market St at 4th St);58;Market St at 10th St;1738;3;1984;Male;27
19379;9 minutes;5;Powell St BART Station (Market St at 5th St);59;S Van Ness Ave at Market St;4998;3;1981;Female;25
19380;8 minutes;3;Powell St BART Station (Market St at 4th St);15;San Francisco Ferry Building (Harry Bridges Plaza);1100;2;1983;Male;27
19381;5 minutes;3;Powell St BART Station (Market St at 4th St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);4384;2;1992;Male;26
19382;12 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);75;Market St at Franklin St;4978;1;1975;Male;28
19383;7 minutes;3;Powell St BART Station (Market St at 4th St);58;Market St at 10th St;5162;1;1983;Female;25
19384;14 minutes;22;Howard St at Beale St;60;8th St at Ringold St;495;1;1995;Female;30
19385;11 minutes;22;Howard St at Beale St;6;The Embarcadero at Sansome St;1113;1;1991;Male;28
19386;13 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);16;Steuart St at Market St;4319;2;1986;Male;25
19387;6 minutes;22;Howard St at Beale St;321;5th St at Folsom;4714;3;1972;Female;29
19388;18 minutes;30;San Francisco Caltrain (Townsend St at 4th St);105;16th St at Prosper St;4609;1;1986;Male;25
19389;13 minutes;30;San Francisco Caltrain (Townsend St at 4th St);5;Powell St BART Station (Market St at 5th St);4745;2;1983;Female;28
19390;10 minutes;81;Berry St at 4th St;27;Beale St at Harrison St;1161;2;1979;Female;30
19391;11 minutes;21;Montgomery St BART Station (Market St at 2nd St);75;Market St at Franklin St;5260;2;1980;Male;25
19392;18 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);86;Market St at Dolores St;5502;2;1975;Male;26
19393;16 minutes;30;San Francisco Caltrain (Townsend St at 4th St);6;The Embarcadero at Sansome St;5549;1;1988;Female;27
19394;23 minutes;30;San Francisco Caltrain (Townsend St at 4th St);285;Webster St at O'Farrell St;5368;3;1957;Male;29
19395;13 minutes;21;Montgomery St BART Station (Market St at 2nd St);126;Esprit Park;4946;2;1984;Male;29
19396;7 minutes;30;San Francisco Caltrain (Townsend St at 4th St);77;11th St at Natoma St;5227;2;1994;Male;27
19397;11 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);62;Victoria Manalo Draves Park;962;2;1973;Female;29
19398;7 minutes;21;Montgomery St BART Station (Market St at 2nd St);30;San Francisco Caltrain (Townsend St at 4th St);5573;1;1982;Male;29
19399;4 minutes;21;Montgomery St BART Station (Market St at 2nd St);5;Powell St BART Station (Market St at 5th St);5441;3;1985;Male;30
19400;23 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);371;Lombard St at Columbus Ave;5358;1;1981;Female;26
19401;2 minutes;22;Howard St at Beale St;25;Howard St at 2nd St;1459;1;1972;Male;30
19402;4 minutes;30;San Francisco Caltrain (Townsend St at 4th St);90;Townsend St at 7th St;5009;2;1988;Female;25
19403;3 minutes;30;San Francisco Caltrain (Townsend St at 4th St);90;Townsend St at 7th St;5281;2;1990;Male;30
19404;4 minutes;21;Montgomery St BART Station (Market St at 2nd St);324;Union Square (Powell St at Post St);5282;2;1993;Male;28
19405;13 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);85;Church St at Duboce Ave;5490;1;1990;Female;27
19406;20 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);134;Valencia St at 24th St;5440;3;1988;Female;28
19407;5 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);90;Townsend St at 7th St;4574;2;1993;Female;30
19408;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);60;8th St at Ringold St;4735;2;1993;Male;29
19409;11 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);76;McCoppin St at Valencia St;4973;3;1996;Female;26
19410;14 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);13;Commercial St at Montgomery St;2324;2;1969;Male;26
19411;9 minutes;22;Howard St at Beale St;10;Washington St at Kearny St;5238;3;1988;Male;29
19412;12 minutes;5;Powell St BART Station (Market St at 5th St);73;Pierce St at Haight St;4586;3;1984;Male;28
19413;9 minutes;16;Steuart St at Market St;30;San Francisco Caltrain (Townsend St at 4th St);5374;2;1989;Male;30
19414;3 minutes;3;Powell St BART Station (Market St at 4th St);5;Powell St BART Station (Market St at 5th St);283;2;1991;Male;29
19415;16 minutes;16;Steuart St at Market St;99;Folsom St at 15th St;5237;2;1991;Female;25
19416;12 minutes;16;Steuart St at Market St;30;San Francisco Caltrain (Townsend St at 4th St);2526;2;1972;Male;29
19417;4 minutes;16;Steuart St at Market St;6;The Embarcadero at Sansome St;4956;2;1977;Male;27
19418;3 minutes;22;Howard St at Beale St;284;Yerba Buena Center for the Arts (Howard St at 3rd St);4649;2;1994;Male;25
19419;6 minutes;3;Powell St BART Station (Market St at 4th St);30;San Francisco Caltrain (Townsend St at 4th St);1606;2;1986;Female;26
19420;8 minutes;5;Powell St BART Station (Market St at 5th St);92;Mission Bay Kids Park;4408;1;1987;Male;25
19421;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);62;Victoria Manalo Draves Park;4749;2;1996;Female;30
19422;7 minutes;21;Montgomery St BART Station (Market St at 2nd St);30;San Francisco Caltrain (Townsend St at 4th St);5009;2;1967;Male;28
19423;6 minutes;30;San Francisco Caltrain (Townsend St at 4th St);24;Spear St at Folsom St;5298;3;1985;Male;30
19424;8 minutes;5;Powell St BART Station (Market St at 5th St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);437;2;1981;Male;25
19425;10 minutes;5;Powell St BART Station (Market St at 5th St);115;Jackson Playground;4948;2;1986;Female;25
19426;4 minutes;16;Steuart St at Market St;13;Commercial St at Montgomery St;5515;2;1986;Male;26
19427;6 minutes;16;Steuart St at Market St;10;Washington St at Kearny St;5110;2;1998;Male;30
19428;18 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);371;Lombard St at Columbus Ave;4926;2;1989;Male;27
19429;6 minutes;3;Powell St BART Station (Market St at 4th St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);1281;2;1967;Male;28
19430;12 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);58;Market St at 10th St;5037;1;1983;Male;26
19431;15 minutes;21;Montgomery St BART Station (Market St at 2nd St);96;Dolores St at 15th St;5329;1;1973;Male;29
19432;15 minutes;22;Howard St at Beale St;355;23rd St at Tennessee St;4994;2;1994;Male;28
19433;8 minutes;22;Howard St at Beale St;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);4319;1;1995;Male;29
19434;5 minutes;16;Steuart St at Market St;343;Bryant St at 2nd St;5323;3;1970;Male;25
19435;11 minutes;3;Powell St BART Station (Market St at 4th St);78;Folsom St at 9th St;1529;2;1992;Male;27
19436;11 minutes;3;Powell St BART Station (Market St at 4th St);28;The Embarcadero at Bryant St;4554;1;1992;Male;28
19437;11 minutes;21;Montgomery St BART Station (Market St at 2nd St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);1388;2;1990;Male;29
19438;15 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);114;Rhode Island St at 17th St;5279;2;1957;Male;29
19439;11 minutes;16;Steuart St at Market St;371;Lombard St at Columbus Ave;4748;2;1988;Male;26
19440;19 minutes;22;Howard St at Beale St;126;Esprit Park;2188;2;1959;Male;30
19441;32 minutes;3;Powell St BART Station (Market St at 4th St);146;30th St at San Jose Ave;5370;2;1987;Female;28
19442;8 minutes;21;Montgomery St BART Station (Market St at 2nd St);30;San Francisco Caltrain (Townsend St at 4th St);139;2;1992;Male;27
19443;10 minutes;81;Berry St at 4th St;22;Howard St at Beale St;3586;2;1986;Male;27
19444;31 minutes;3;Powell St BART Station (Market St at 4th St);146;30th St at San Jose Ave;5250;1;1988;Female;27
